Scryfall ID,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,keywords,legalities,games,reserved,uri,is_permanent,is_dual_face,is_historic,is_legendary,is_creature,front_types,front_subtypes,back_types,back_subtypes,produced_mana,edhrec_rank,penny_rank,back_oracle_text,back_mana_cost,back_colors,back_power,back_toughness
2f66410b-67a3-4f6a-b3ae-dcad9858a5da,{2}{B}{B},4.0,Instant,Put three -1/-1 counters on target creature. Its controller loses 3 life unless they sacrifice another nonland permanent or discards a card.,,,['B'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/2/f/2f66410b-67a3-4f6a-b3ae-dcad9858a5da.jpg?1562794405,False,False,False,False,False,['Instant'],[],[],[],,13960.0,9710.0,,,,,
bbeef9ef-487c-400b-bcee-1c0e8ec94b6a,{6}{U},7.0,Creature — Serpent,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Cycling {U} ({U}, Discard this card: Draw a card.)",5,5,['U'],"['Hexproof', 'Cycling']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/b/b/bbeef9ef-487c-400b-bcee-1c0e8ec94b6a.jpg?1562812506,False,False,False,False,True,['Creature'],['Serpent'],[],[],,9758.0,3164.0,,,,,
06a644b4-a2f7-4219-935b-237936b07948,{1}{W},2.0,Creature — Human Warrior,"You may exert Oketra's Avenger as it attacks. When you do, prevent all combat damage that would be dealt to it this turn. (An exerted creature won't untap during your next untap step.)",3,1,['W'],['Exert'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/0/6/06a644b4-a2f7-4219-935b-237936b07948.jpg?1562788163,False,False,False,False,True,['Creature'],"['Human', 'Warrior']",[],[],,23227.0,12687.0,,,,,
abbdc277-4a76-44a9-aeda-edabab1f579e,{1}{B},2.0,Creature — Zombie Jackal Warrior,"Afflict 1 (Whenever this creature becomes blocked, defending player loses 1 life.)",2,2,['B'],['Afflict'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/a/b/abbdc277-4a76-44a9-aeda-edabab1f579e.jpg?1562810349,False,False,False,False,True,['Creature'],"['Zombie', 'Jackal', 'Warrior']",[],[],,21432.0,5429.0,,,,,
9cb8a25b-2ad0-4ffe-b41a-6b3f8b48c1e9,{W},1.0,Creature — Human Wizard,"Whenever you cast a blue, black, or red spell, you gain 1 life.",0,4,['W'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/9/c/9cb8a25b-2ad0-4ffe-b41a-6b3f8b48c1e9.jpg?1562808372,False,False,False,False,True,['Creature'],"['Human', 'Wizard']",[],[],,18324.0,4529.0,,,,,
b677e7cb-7b5d-4993-8f13-881493c498ce,{2}{U},3.0,Instant,"Choose one —
• Counter target spell unless its controller pays {3}.
• Look at the top four cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.",,,['U'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/b/6/b677e7cb-7b5d-4993-8f13-881493c498ce.jpg?1562811958,False,False,False,False,False,['Instant'],[],[],[],,6810.0,1011.0,,,,,
7160bc31-bdfa-4654-9d69-95ee2a5fe870,{1}{B},2.0,Creature — Horror,"Vile Manifestation gets +1/+0 for each card with cycling in your graveyard.
Cycling {2} ({2}, Discard this card: Draw a card.)",0,4,['B'],['Cycling'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/7/1/7160bc31-bdfa-4654-9d69-95ee2a5fe870.jpg?1562803268,False,False,False,False,True,['Creature'],['Horror'],[],[],,15743.0,2424.0,,,,,
d6695fa8-881c-407c-91d9-3ac770372d35,{1}{B},2.0,Instant,"Target creature you control gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it. If its toughness is 0 or less, it's still put into its owner's graveyard.)
Cycling {2} ({2}, Discard this card: Draw a card.)",,,['B'],['Cycling'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/d/6/d6695fa8-881c-407c-91d9-3ac770372d35.jpg?1562816474,False,False,False,False,False,['Instant'],[],[],[],,13291.0,11438.0,,,,,
cdd729df-8a02-4d5e-8432-bc0d006b0d3d,{1}{B},2.0,Creature — Zombie Camel,"When Wretched Camel dies, if you control a Desert or there is a Desert card in your graveyard, target player discards a card.",2,1,['B'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/c/d/cdd729df-8a02-4d5e-8432-bc0d006b0d3d.jpg?1562815080,False,False,False,False,True,['Creature'],"['Zombie', 'Camel']",[],[],,26648.0,10186.0,,,,,
b53f5b9b-d24b-4e9a-bc90-7ed198cd1132,{1}{R},2.0,Instant,Put a -1/-1 counter on target creature. Blur of Blades deals 2 damage to that creature's controller.,,,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/b/5/b53f5b9b-d24b-4e9a-bc90-7ed198cd1132.jpg?1562811539,False,False,False,False,False,['Instant'],[],[],[],,19600.0,9759.0,,,,,
4bdaba76-b98d-4699-9a5f-e59285b09552,{R},1.0,Sorcery,"Creatures you control gain trample until end of turn. (A creature with trample can deal excess combat damage to the player or planeswalker it's attacking.)
Draw a card.",,,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/4/b/4bdaba76-b98d-4699-9a5f-e59285b09552.jpg?1562798464,False,False,False,False,False,['Sorcery'],[],[],[],,2050.0,1813.0,,,,,
f38c6613-b1f7-4b38-b956-7860d041e593,{R},1.0,Instant,"Chandra's Defeat deals 5 damage to target red creature or red planeswalker. If that permanent is a Chandra planeswalker, you may discard a card. If you do, draw a card.",,,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/f/3/f38c6613-b1f7-4b38-b956-7860d041e593.jpg?1562820094,False,False,False,False,False,['Instant'],[],[],[],,19875.0,,,,,,
67e3983d-b1ed-46a9-9ab0-96c4d0d77050,{1}{R},2.0,Creature — Jackal Warrior,,2,2,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/6/7/67e3983d-b1ed-46a9-9ab0-96c4d0d77050.jpg?1562802117,False,False,False,False,True,['Creature'],"['Jackal', 'Warrior']",[],[],,26335.0,15174.0,,,,,
6ddc6b73-298b-4afa-990a-63706e77dd9f,{1}{R},2.0,Creature — Human Archer,"Whenever you cast a noncreature spell, Firebrand Archer deals 1 damage to each opponent.",2,1,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/6/d/6ddc6b73-298b-4afa-990a-63706e77dd9f.jpg?1562803040,False,False,False,False,True,['Creature'],"['Human', 'Archer']",[],[],,1115.0,1837.0,,,,,
8c869cc4-eed9-4b24-b60f-2d7f85b885dc,{3}{R},4.0,Creature — Zombie Minotaur Warrior,"Afflict 2 (Whenever this creature becomes blocked, defending player loses 2 life.)
{1}{R}: Frontline Devastator gets +1/+0 until end of turn.",3,3,['R'],['Afflict'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/8/c/8c869cc4-eed9-4b24-b60f-2d7f85b885dc.jpg?1562806662,False,False,False,False,True,['Creature'],"['Zombie', 'Minotaur', 'Warrior']",[],[],,18532.0,14032.0,,,,,
7f578576-19ca-4e67-94da-2c0767d9a2bb,{4}{R}{R},6.0,Sorcery,"Shuffle your library, then exile the top four cards. You may cast any number of spells with mana value 5 or less from among them without paying their mana costs. Lands you control don't untap during your next untap step.",,,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/7/f/7f578576-19ca-4e67-94da-2c0767d9a2bb.jpg?1562805233,False,False,False,False,False,['Sorcery'],[],[],[],,19059.0,2673.0,,,,,
e5d4caac-95e8-47bb-90c4-3bf877afdc57,{2}{R},3.0,Creature — Jackal Warrior,"Menace
You may exert Khenra Scrapper as it attacks. When you do, it gets +2/+0 until end of turn. (An exerted creature won't untap during your next untap step.)",2,3,['R'],"['Menace', 'Exert']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/e/5/e5d4caac-95e8-47bb-90c4-3bf877afdc57.jpg?1562818226,False,False,False,False,True,['Creature'],"['Jackal', 'Warrior']",[],[],,24049.0,15627.0,,,,,
76f87128-2d12-467b-895d-943f318b7c38,{3}{R},4.0,Creature — Elemental,"At the beginning of your upkeep, put a -1/-1 counter on Magmaroth.
Whenever you cast a noncreature spell, remove a -1/-1 counter from Magmaroth.",5,5,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/7/6/76f87128-2d12-467b-895d-943f318b7c38.jpg?1562803882,False,False,False,False,True,['Creature'],['Elemental'],[],[],,26957.0,,,,,,
b03a9686-d30b-4048-8b0a-23fd2f0aed4b,{3}{R}{R},5.0,Creature — Zombie Manticore,"Afflict 3 (Whenever this creature becomes blocked, defending player loses 3 life.)
Manticore Eternal attacks each combat if able.",5,4,['R'],['Afflict'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/b/0/b03a9686-d30b-4048-8b0a-23fd2f0aed4b.jpg?1562811013,False,False,False,False,True,['Creature'],"['Zombie', 'Manticore']",[],[],,22544.0,,,,,,
448f9fb5-ffb5-4325-9f81-ce8782e5f9e9,{2}{R},3.0,Instant,Open Fire deals 3 damage to any target.,,,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/4/4/448f9fb5-ffb5-4325-9f81-ce8782e5f9e9.jpg?1562797508,False,False,False,False,False,['Instant'],[],[],[],,22038.0,12691.0,,,,,
d7d88da5-d9a3-49b3-a091-458b058c9114,{2}{R}{R},4.0,Sorcery,"Puncturing Blow deals 5 damage to target creature. If that creature would die this turn, exile it instead.",,,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/d/7/d7d88da5-d9a3-49b3-a091-458b058c9114.jpg?1562816551,False,False,False,False,False,['Sorcery'],[],[],[],,23897.0,,,,,,
dd7153be-ad6c-47ff-8f45-bc8df17973cb,{3}{R},4.0,Creature — Beast,"When Sand Strangler enters, if you control a Desert or there is a Desert card in your graveyard, you may have Sand Strangler deal 3 damage to target creature.",3,3,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/d/d/dd7153be-ad6c-47ff-8f45-bc8df17973cb.jpg?1562817478,False,False,False,False,True,['Creature'],['Beast'],[],[],,22702.0,9485.0,,,,,
cfc06303-cb35-4feb-b23d-7ac0a2fa7ce3,{2}{G},3.0,Instant,Target creature you control gets +1/+0 until end of turn. It deals damage equal to its power to target creature an opponent controls.,,,['G'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/c/f/cfc06303-cb35-4feb-b23d-7ac0a2fa7ce3.jpg?1562815158,False,False,False,False,False,['Instant'],[],[],[],,15281.0,13712.0,,,,,
e92c0cf0-df4a-4e50-8396-53713f925b53,{2}{G},3.0,Sorcery,"Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,['G'],['Cycling'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/e/9/e92c0cf0-df4a-4e50-8396-53713f925b53.jpg?1562818700,False,False,False,False,False,['Sorcery'],[],[],[],,10591.0,3890.0,,,,,
8ecfcf99-be2b-4e5f-adef-1977ee5c6a0f,{4}{G},5.0,Creature — Jackal Archer,"Vigilance, reach",4,4,['G'],"['Reach', 'Vigilance']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/8/e/8ecfcf99-be2b-4e5f-adef-1977ee5c6a0f.jpg?1595438035,False,False,False,False,True,['Creature'],"['Jackal', 'Archer']",[],[],,21611.0,14927.0,,,,,
977698ab-3b64-41f2-a214-ac95e04c9956,{2}{G},3.0,Creature — Snake Wizard,{4}{G}: Target creature gets +2/+2 until end of turn.,3,2,['G'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/9/7/977698ab-3b64-41f2-a214-ac95e04c9956.jpg?1562807840,False,False,False,False,True,['Creature'],"['Snake', 'Wizard']",[],[],,25918.0,,,,,,
01818188-e18e-4dc0-b7ef-34cedef64f7e,{2}{G},3.0,Creature — Snake Cleric,"{1}, Tap an untapped Desert you control: You gain 1 life.",2,3,['G'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/0/1/01818188-e18e-4dc0-b7ef-34cedef64f7e.jpg?1562787266,False,False,False,False,True,['Creature'],"['Snake', 'Cleric']",[],[],,24273.0,,,,,,
ba0431ad-185a-4917-b994-e58dd9850f5e,{1}{G},2.0,Creature — Cat,"When Feral Prowler dies, draw a card.",1,3,['G'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/b/a/ba0431ad-185a-4917-b994-e58dd9850f5e.jpg?1562812416,False,False,False,False,True,['Creature'],['Cat'],[],[],,14578.0,6478.0,,,,,
